cpu_slug,cpu,gpu_slug,gpu,continuous_watts,computed_psu_watts,vendor_recommended_psu_watts,recommended_psu_watts,binding_constraint,recommended_from_tdp_watts,sizes_missed_by_tdp,load_fraction_at_recommended,headroom_watts
ryzen-5-7600x,Ryzen 5 7600X,rtx-3060-ti,GeForce RTX 3060 Ti,386,500,600,600,vendor,450,1,0.643,214
ryzen-5-7600x,Ryzen 5 7600X,rtx-5060-ti,GeForce RTX 5060 Ti,366,500,600,600,vendor,450,1,0.61,234
ryzen-5-7600x,Ryzen 5 7600X,rtx-3060,GeForce RTX 3060,356,450,550,550,vendor,450,0,0.647,194
ryzen-5-7600x,Ryzen 5 7600X,rtx-4060-ti,GeForce RTX 4060 Ti,351,450,550,550,vendor,450,0,0.638,199
ryzen-5-7600x,Ryzen 5 7600X,rx-7600,Radeon RX 7600,351,450,550,550,vendor,450,0,0.638,199
ryzen-5-7600x,Ryzen 5 7600X,rx-9060-xt,Radeon RX 9060 XT,346,450,550,550,vendor,450,0,0.629,204
ryzen-5-7600x,Ryzen 5 7600X,rtx-5060,GeForce RTX 5060,331,450,550,550,vendor,450,0,0.602,219
ryzen-5-7600x,Ryzen 5 7600X,rtx-5050,GeForce RTX 5050,316,450,550,550,vendor,450,0,0.575,234
ryzen-5-7600x,Ryzen 5 7600X,rtx-3050,GeForce RTX 3050,316,450,550,550,vendor,450,0,0.575,234
ryzen-5-7600x,Ryzen 5 7600X,rtx-4060,GeForce RTX 4060,301,450,550,550,vendor,450,0,0.547,249
ryzen-5-9600x,Ryzen 5 9600X,rtx-5090,GeForce RTX 5090,707,1000,1000,1000,agree,1000,0,0.707,293
ryzen-5-9600x,Ryzen 5 9600X,rtx-4090,GeForce RTX 4090,582,750,850,850,vendor,700,1,0.685,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-3090-ti,GeForce RTX 3090 Ti,582,750,850,850,vendor,700,1,0.685,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-5080,GeForce RTX 5080,492,650,850,850,vendor,600,1,0.579,358
ryzen-5-9600x,Ryzen 5 9600X,rx-7900-xtx,Radeon RX 7900 XTX,487,650,800,800,vendor,600,1,0.609,313
ryzen-5-9600x,Ryzen 5 9600X,rtx-3090,GeForce RTX 3090,482,650,750,750,vendor,600,1,0.643,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-3080-ti,GeForce RTX 3080 Ti,482,650,750,750,vendor,600,1,0.643,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-3080,GeForce RTX 3080,482,650,750,750,vendor,600,1,0.643,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-4080-super,GeForce RTX 4080 SUPER,452,600,750,750,vendor,550,1,0.603,298
ryzen-5-9600x,Ryzen 5 9600X,rtx-4080,GeForce RTX 4080,452,600,750,750,vendor,550,1,0.603,298
ryzen-5-9600x,Ryzen 5 9600X,rx-7900-xt,Radeon RX 7900 XT,447,600,750,750,vendor,550,1,0.596,303
ryzen-5-9600x,Ryzen 5 9600X,rx-9070-xt,Radeon RX 9070 XT,436,550,750,750,vendor,550,0,0.581,314
ryzen-5-9600x,Ryzen 5 9600X,rtx-5070-ti,GeForce RTX 5070 Ti,432,550,750,750,vendor,550,0,0.576,318
ryzen-5-9600x,Ryzen 5 9600X,rtx-3070-ti,GeForce RTX 3070 Ti,422,550,650,650,vendor,500,1,0.649,228
ryzen-5-9600x,Ryzen 5 9600X,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,417,550,700,700,vendor,500,1,0.596,283
ryzen-5-9600x,Ryzen 5 9600X,rtx-4070-ti,GeForce RTX 4070 Ti,417,550,700,700,vendor,500,1,0.596,283
ryzen-5-9600x,Ryzen 5 9600X,rx-7800-xt,Radeon RX 7800 XT,395,500,700,700,vendor,500,0,0.564,305
ryzen-5-9600x,Ryzen 5 9600X,rx-7900-gre,Radeon RX 7900 GRE,392,500,700,700,vendor,500,0,0.56,308
ryzen-5-9600x,Ryzen 5 9600X,rtx-5070,GeForce RTX 5070,382,500,650,650,vendor,450,1,0.588,268
ryzen-5-9600x,Ryzen 5 9600X,rx-7700-xt,Radeon RX 7700 XT,377,500,700,700,vendor,450,1,0.539,323
ryzen-5-9600x,Ryzen 5 9600X,rtx-4070-super,GeForce RTX 4070 SUPER,352,450,650,650,vendor,450,0,0.542,298
ryzen-5-9600x,Ryzen 5 9600X,rtx-3070,GeForce RTX 3070,352,450,650,650,vendor,450,0,0.542,298
ryzen-5-9600x,Ryzen 5 9600X,rx-9070,Radeon RX 9070,352,450,650,650,vendor,450,0,0.542,298
ryzen-5-9600x,Ryzen 5 9600X,rtx-4070,GeForce RTX 4070,332,450,650,650,vendor,450,0,0.511,318
ryzen-5-9600x,Ryzen 5 9600X,rtx-3060-ti,GeForce RTX 3060 Ti,332,450,600,600,vendor,450,0,0.553,268
ryzen-5-9600x,Ryzen 5 9600X,rtx-5060-ti,GeForce RTX 5060 Ti,312,450,600,600,vendor,450,0,0.52,288
ryzen-5-9600x,Ryzen 5 9600X,rtx-3060,GeForce RTX 3060,302,450,550,550,vendor,450,0,0.549,248
ryzen-5-9600x,Ryzen 5 9600X,rtx-4060-ti,GeForce RTX 4060 Ti,297,450,550,550,vendor,450,0,0.54,253
ryzen-5-9600x,Ryzen 5 9600X,rx-7600,Radeon RX 7600,297,450,550,550,vendor,450,0,0.54,253
ryzen-5-9600x,Ryzen 5 9600X,rx-9060-xt,Radeon RX 9060 XT,292,450,550,550,vendor,450,0,0.531,258
ryzen-5-9600x,Ryzen 5 9600X,rtx-5060,GeForce RTX 5060,277,450,550,550,vendor,450,0,0.504,273
ryzen-5-9600x,Ryzen 5 9600X,rtx-5050,GeForce RTX 5050,262,450,550,550,vendor,450,0,0.476,288
ryzen-5-9600x,Ryzen 5 9600X,rtx-3050,GeForce RTX 3050,262,450,550,550,vendor,450,0,0.476,288
ryzen-5-9600x,Ryzen 5 9600X,rtx-4060,GeForce RTX 4060,247,450,550,550,vendor,450,0,0.449,303
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5090,GeForce RTX 5090,761,1000,1000,1000,agree,1000,0,0.761,239
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4090,GeForce RTX 4090,636,800,850,850,vendor,750,1,0.748,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3090-ti,GeForce RTX 3090 Ti,636,800,850,850,vendor,750,1,0.748,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5080,GeForce RTX 5080,546,700,850,850,vendor,650,1,0.642,304
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7900-xtx,Radeon RX 7900 XTX,541,700,800,800,vendor,650,1,0.676,259
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3090,GeForce RTX 3090,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3080-ti,GeForce RTX 3080 Ti,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3080,GeForce RTX 3080,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4080-super,GeForce RTX 4080 SUPER,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4080,GeForce RTX 4080,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7900-xt,Radeon RX 7900 XT,501,650,750,750,vendor,600,1,0.668,249
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-9070-xt,Radeon RX 9070 XT,490,650,750,750,vendor,600,1,0.653,260
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5070-ti,GeForce RTX 5070 Ti,486,650,750,750,vendor,600,1,0.648,264
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3070-ti,GeForce RTX 3070 Ti,476,600,650,650,vendor,550,1,0.732,174
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,471,600,700,700,vendor,550,1,0.673,229
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4070-ti,GeForce RTX 4070 Ti,471,600,700,700,vendor,550,1,0.673,229
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7800-xt,Radeon RX 7800 XT,449,600,700,700,vendor,550,1,0.641,251
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7900-gre,Radeon RX 7900 GRE,446,600,700,700,vendor,550,1,0.637,254
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5070,GeForce RTX 5070,436,550,650,650,vendor,500,1,0.671,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7700-xt,Radeon RX 7700 XT,431,550,700,700,vendor,500,1,0.616,269
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4070-super,GeForce RTX 4070 SUPER,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3070,GeForce RTX 3070,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-9070,Radeon RX 9070,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4070,GeForce RTX 4070,386,500,650,650,vendor,450,1,0.594,264
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3060-ti,GeForce RTX 3060 Ti,386,500,600,600,vendor,450,1,0.643,214
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5060-ti,GeForce RTX 5060 Ti,366,500,600,600,vendor,450,1,0.61,234
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3060,GeForce RTX 3060,356,450,550,550,vendor,450,0,0.647,194
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4060-ti,GeForce RTX 4060 Ti,351,450,550,550,vendor,450,0,0.638,199
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-7600,Radeon RX 7600,351,450,550,550,vendor,450,0,0.638,199
ryzen-7-5800x3d,Ryzen 7 5800X3D,rx-9060-xt,Radeon RX 9060 XT,346,450,550,550,vendor,450,0,0.629,204
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5060,GeForce RTX 5060,331,450,550,550,vendor,450,0,0.602,219
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-5050,GeForce RTX 5050,316,450,550,550,vendor,450,0,0.575,234
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-3050,GeForce RTX 3050,316,450,550,550,vendor,450,0,0.575,234
ryzen-7-5800x3d,Ryzen 7 5800X3D,rtx-4060,GeForce RTX 4060,301,450,550,550,vendor,450,0,0.547,249
ryzen-7-7700x,Ryzen 7 7700X,rtx-5090,GeForce RTX 5090,761,1000,1000,1000,agree,1000,0,0.761,239
ryzen-7-7700x,Ryzen 7 7700X,rtx-4090,GeForce RTX 4090,636,800,850,850,vendor,750,1,0.748,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-3090-ti,GeForce RTX 3090 Ti,636,800,850,850,vendor,750,1,0.748,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-5080,GeForce RTX 5080,546,700,850,850,vendor,650,1,0.642,304
ryzen-7-7700x,Ryzen 7 7700X,rx-7900-xtx,Radeon RX 7900 XTX,541,700,800,800,vendor,650,1,0.676,259
ryzen-7-7700x,Ryzen 7 7700X,rtx-3090,GeForce RTX 3090,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-3080-ti,GeForce RTX 3080 Ti,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-3080,GeForce RTX 3080,536,700,750,750,vendor,650,1,0.715,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-4080-super,GeForce RTX 4080 SUPER,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-7700x,Ryzen 7 7700X,rtx-4080,GeForce RTX 4080,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-7700x,Ryzen 7 7700X,rx-7900-xt,Radeon RX 7900 XT,501,650,750,750,vendor,600,1,0.668,249
ryzen-7-7700x,Ryzen 7 7700X,rx-9070-xt,Radeon RX 9070 XT,490,650,750,750,vendor,600,1,0.653,260
ryzen-7-7700x,Ryzen 7 7700X,rtx-5070-ti,GeForce RTX 5070 Ti,486,650,750,750,vendor,600,1,0.648,264
ryzen-7-7700x,Ryzen 7 7700X,rtx-3070-ti,GeForce RTX 3070 Ti,476,600,650,650,vendor,550,1,0.732,174
ryzen-7-7700x,Ryzen 7 7700X,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,471,600,700,700,vendor,550,1,0.673,229
ryzen-7-7700x,Ryzen 7 7700X,rtx-4070-ti,GeForce RTX 4070 Ti,471,600,700,700,vendor,550,1,0.673,229
ryzen-7-7700x,Ryzen 7 7700X,rx-7800-xt,Radeon RX 7800 XT,449,600,700,700,vendor,550,1,0.641,251
ryzen-7-7700x,Ryzen 7 7700X,rx-7900-gre,Radeon RX 7900 GRE,446,600,700,700,vendor,550,1,0.637,254
ryzen-7-7700x,Ryzen 7 7700X,rtx-5070,GeForce RTX 5070,436,550,650,650,vendor,500,1,0.671,214
ryzen-7-7700x,Ryzen 7 7700X,rx-7700-xt,Radeon RX 7700 XT,431,550,700,700,vendor,500,1,0.616,269
ryzen-7-7700x,Ryzen 7 7700X,rtx-4070-super,GeForce RTX 4070 SUPER,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-7700x,Ryzen 7 7700X,rtx-3070,GeForce RTX 3070,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-7700x,Ryzen 7 7700X,rx-9070,Radeon RX 9070,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-7700x,Ryzen 7 7700X,rtx-4070,GeForce RTX 4070,386,500,650,650,vendor,450,1,0.594,264
ryzen-7-7700x,Ryzen 7 7700X,rtx-3060-ti,GeForce RTX 3060 Ti,386,500,600,600,vendor,450,1,0.643,214
ryzen-7-7700x,Ryzen 7 7700X,rtx-5060-ti,GeForce RTX 5060 Ti,366,500,600,600,vendor,450,1,0.61,234
ryzen-7-7700x,Ryzen 7 7700X,rtx-3060,GeForce RTX 3060,356,450,550,550,vendor,450,0,0.647,194
ryzen-7-7700x,Ryzen 7 7700X,rtx-4060-ti,GeForce RTX 4060 Ti,351,450,550,550,vendor,450,0,0.638,199
ryzen-7-7700x,Ryzen 7 7700X,rx-7600,Radeon RX 7600,351,450,550,550,vendor,450,0,0.638,199
ryzen-7-7700x,Ryzen 7 7700X,rx-9060-xt,Radeon RX 9060 XT,346,450,550,550,vendor,450,0,0.629,204
ryzen-7-7700x,Ryzen 7 7700X,rtx-5060,GeForce RTX 5060,331,450,550,550,vendor,450,0,0.602,219
ryzen-7-7700x,Ryzen 7 7700X,rtx-5050,GeForce RTX 5050,316,450,550,550,vendor,450,0,0.575,234
ryzen-7-7700x,Ryzen 7 7700X,rtx-3050,GeForce RTX 3050,316,450,550,550,vendor,450,0,0.575,234
ryzen-7-7700x,Ryzen 7 7700X,rtx-4060,GeForce RTX 4060,301,450,550,550,vendor,450,0,0.547,249
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5090,GeForce RTX 5090,781,1000,1000,1000,agree,1000,0,0.781,219
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4090,GeForce RTX 4090,656,850,850,850,agree,800,1,0.772,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3090-ti,GeForce RTX 3090 Ti,656,850,850,850,agree,800,1,0.772,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5080,GeForce RTX 5080,566,750,850,850,vendor,700,1,0.666,284
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7900-xtx,Radeon RX 7900 XTX,561,750,800,800,vendor,650,2,0.701,239
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3090,GeForce RTX 3090,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3080-ti,GeForce RTX 3080 Ti,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3080,GeForce RTX 3080,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4080-super,GeForce RTX 4080 SUPER,526,700,750,750,vendor,650,1,0.701,224
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4080,GeForce RTX 4080,526,700,750,750,vendor,650,1,0.701,224
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7900-xt,Radeon RX 7900 XT,521,700,750,750,vendor,600,2,0.695,229
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-9070-xt,Radeon RX 9070 XT,510,650,750,750,vendor,600,1,0.68,240
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5070-ti,GeForce RTX 5070 Ti,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3070-ti,GeForce RTX 3070 Ti,496,650,650,650,agree,600,1,0.763,154
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,491,650,700,700,vendor,600,1,0.701,209
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4070-ti,GeForce RTX 4070 Ti,491,650,700,700,vendor,600,1,0.701,209
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7800-xt,Radeon RX 7800 XT,469,600,700,700,vendor,550,1,0.67,231
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7900-gre,Radeon RX 7900 GRE,466,600,700,700,vendor,550,1,0.666,234
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5070,GeForce RTX 5070,456,600,650,650,vendor,550,1,0.702,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7700-xt,Radeon RX 7700 XT,451,600,700,700,vendor,550,1,0.644,249
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4070-super,GeForce RTX 4070 SUPER,426,550,650,650,vendor,500,1,0.655,224
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3070,GeForce RTX 3070,426,550,650,650,vendor,500,1,0.655,224
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-9070,Radeon RX 9070,426,550,650,650,vendor,500,1,0.655,224
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4070,GeForce RTX 4070,406,550,650,650,vendor,500,1,0.625,244
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3060-ti,GeForce RTX 3060 Ti,406,550,600,600,vendor,500,1,0.677,194
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5060-ti,GeForce RTX 5060 Ti,386,500,600,600,vendor,450,1,0.643,214
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3060,GeForce RTX 3060,376,500,550,550,vendor,450,1,0.684,174
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4060-ti,GeForce RTX 4060 Ti,371,500,550,550,vendor,450,1,0.675,179
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-7600,Radeon RX 7600,371,500,550,550,vendor,450,1,0.675,179
ryzen-7-7800x3d,Ryzen 7 7800X3D,rx-9060-xt,Radeon RX 9060 XT,366,500,550,550,vendor,450,1,0.666,184
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5060,GeForce RTX 5060,351,450,550,550,vendor,450,0,0.638,199
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-5050,GeForce RTX 5050,336,450,550,550,vendor,450,0,0.611,214
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-3050,GeForce RTX 3050,336,450,550,550,vendor,450,0,0.611,214
ryzen-7-7800x3d,Ryzen 7 7800X3D,rtx-4060,GeForce RTX 4060,321,450,550,550,vendor,450,0,0.584,229
ryzen-7-9700x,Ryzen 7 9700X,rtx-5090,GeForce RTX 5090,707,1000,1000,1000,agree,1000,0,0.707,293
ryzen-7-9700x,Ryzen 7 9700X,rtx-4090,GeForce RTX 4090,582,750,850,850,vendor,700,1,0.685,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-3090-ti,GeForce RTX 3090 Ti,582,750,850,850,vendor,700,1,0.685,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-5080,GeForce RTX 5080,492,650,850,850,vendor,600,1,0.579,358
ryzen-7-9700x,Ryzen 7 9700X,rx-7900-xtx,Radeon RX 7900 XTX,487,650,800,800,vendor,600,1,0.609,313
ryzen-7-9700x,Ryzen 7 9700X,rtx-3090,GeForce RTX 3090,482,650,750,750,vendor,600,1,0.643,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-3080-ti,GeForce RTX 3080 Ti,482,650,750,750,vendor,600,1,0.643,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-3080,GeForce RTX 3080,482,650,750,750,vendor,600,1,0.643,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-4080-super,GeForce RTX 4080 SUPER,452,600,750,750,vendor,550,1,0.603,298
ryzen-7-9700x,Ryzen 7 9700X,rtx-4080,GeForce RTX 4080,452,600,750,750,vendor,550,1,0.603,298
ryzen-7-9700x,Ryzen 7 9700X,rx-7900-xt,Radeon RX 7900 XT,447,600,750,750,vendor,550,1,0.596,303
ryzen-7-9700x,Ryzen 7 9700X,rx-9070-xt,Radeon RX 9070 XT,436,550,750,750,vendor,550,0,0.581,314
ryzen-7-9700x,Ryzen 7 9700X,rtx-5070-ti,GeForce RTX 5070 Ti,432,550,750,750,vendor,550,0,0.576,318
ryzen-7-9700x,Ryzen 7 9700X,rtx-3070-ti,GeForce RTX 3070 Ti,422,550,650,650,vendor,500,1,0.649,228
ryzen-7-9700x,Ryzen 7 9700X,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,417,550,700,700,vendor,500,1,0.596,283
ryzen-7-9700x,Ryzen 7 9700X,rtx-4070-ti,GeForce RTX 4070 Ti,417,550,700,700,vendor,500,1,0.596,283
ryzen-7-9700x,Ryzen 7 9700X,rx-7800-xt,Radeon RX 7800 XT,395,500,700,700,vendor,500,0,0.564,305
ryzen-7-9700x,Ryzen 7 9700X,rx-7900-gre,Radeon RX 7900 GRE,392,500,700,700,vendor,500,0,0.56,308
ryzen-7-9700x,Ryzen 7 9700X,rtx-5070,GeForce RTX 5070,382,500,650,650,vendor,450,1,0.588,268
ryzen-7-9700x,Ryzen 7 9700X,rx-7700-xt,Radeon RX 7700 XT,377,500,700,700,vendor,450,1,0.539,323
ryzen-7-9700x,Ryzen 7 9700X,rtx-4070-super,GeForce RTX 4070 SUPER,352,450,650,650,vendor,450,0,0.542,298
ryzen-7-9700x,Ryzen 7 9700X,rtx-3070,GeForce RTX 3070,352,450,650,650,vendor,450,0,0.542,298
ryzen-7-9700x,Ryzen 7 9700X,rx-9070,Radeon RX 9070,352,450,650,650,vendor,450,0,0.542,298
ryzen-7-9700x,Ryzen 7 9700X,rtx-4070,GeForce RTX 4070,332,450,650,650,vendor,450,0,0.511,318
ryzen-7-9700x,Ryzen 7 9700X,rtx-3060-ti,GeForce RTX 3060 Ti,332,450,600,600,vendor,450,0,0.553,268
ryzen-7-9700x,Ryzen 7 9700X,rtx-5060-ti,GeForce RTX 5060 Ti,312,450,600,600,vendor,450,0,0.52,288
ryzen-7-9700x,Ryzen 7 9700X,rtx-3060,GeForce RTX 3060,302,450,550,550,vendor,450,0,0.549,248
ryzen-7-9700x,Ryzen 7 9700X,rtx-4060-ti,GeForce RTX 4060 Ti,297,450,550,550,vendor,450,0,0.54,253
ryzen-7-9700x,Ryzen 7 9700X,rx-7600,Radeon RX 7600,297,450,550,550,vendor,450,0,0.54,253
ryzen-7-9700x,Ryzen 7 9700X,rx-9060-xt,Radeon RX 9060 XT,292,450,550,550,vendor,450,0,0.531,258
ryzen-7-9700x,Ryzen 7 9700X,rtx-5060,GeForce RTX 5060,277,450,550,550,vendor,450,0,0.504,273
ryzen-7-9700x,Ryzen 7 9700X,rtx-5050,GeForce RTX 5050,262,450,550,550,vendor,450,0,0.476,288
ryzen-7-9700x,Ryzen 7 9700X,rtx-3050,GeForce RTX 3050,262,450,550,550,vendor,450,0,0.476,288
ryzen-7-9700x,Ryzen 7 9700X,rtx-4060,GeForce RTX 4060,247,450,550,550,vendor,450,0,0.449,303
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-5090,GeForce RTX 5090,781,1000,1000,1000,agree,1000,0,0.781,219
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4090,GeForce RTX 4090,656,850,850,850,agree,800,1,0.772,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3090-ti,GeForce RTX 3090 Ti,656,850,850,850,agree,800,1,0.772,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-5080,GeForce RTX 5080,566,750,850,850,vendor,700,1,0.666,284
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-7900-xtx,Radeon RX 7900 XTX,561,750,800,800,vendor,650,2,0.701,239
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3090,GeForce RTX 3090,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3080-ti,GeForce RTX 3080 Ti,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3080,GeForce RTX 3080,556,700,750,750,vendor,650,1,0.741,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4080-super,GeForce RTX 4080 SUPER,526,700,750,750,vendor,650,1,0.701,224
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4080,GeForce RTX 4080,526,700,750,750,vendor,650,1,0.701,224
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-7900-xt,Radeon RX 7900 XT,521,700,750,750,vendor,600,2,0.695,229
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-9070-xt,Radeon RX 9070 XT,510,650,750,750,vendor,600,1,0.68,240
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-5070-ti,GeForce RTX 5070 Ti,506,650,750,750,vendor,600,1,0.675,244
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3070-ti,GeForce RTX 3070 Ti,496,650,650,650,agree,600,1,0.763,154
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4070-ti-super,GeForce RTX 4070 Ti SUPER,491,650,700,700,vendor,600,1,0.701,209
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4070-ti,GeForce RTX 4070 Ti,491,650,700,700,vendor,600,1,0.701,209
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-7800-xt,Radeon RX 7800 XT,469,600,700,700,vendor,550,1,0.67,231
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-7900-gre,Radeon RX 7900 GRE,466,600,700,700,vendor,550,1,0.666,234
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-5070,GeForce RTX 5070,456,600,650,650,vendor,550,1,0.702,194
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-7700-xt,Radeon RX 7700 XT,451,600,700,700,vendor,550,1,0.644,249
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-4070-super,GeForce RTX 4070 SUPER,426,550,650,650,vendor,500,1,0.655,224
ryzen-7-9800x3d,Ryzen 7 9800X3D,rtx-3070,GeForce RTX 3070,426,550,650,650,vendor,500,1,0.655,224
ryzen-7-9800x3d,Ryzen 7 9800X3D,rx-9070,Radeon RX 9070,426,550,650,650,vendor,500,1,0.655,224
